frame_index,time_sec,frequency_hz,voiced
113,1.311927,662.569551,True
114,1.323537,662.569551,True
115,1.335147,662.569551,True
116,1.346757,662.569551,True
117,1.358367,662.569551,True
118,1.369977,662.569551,True
119,1.381587,662.569551,True
120,1.393197,662.569551,True
121,1.404807,662.569551,True
122,1.416417,662.569551,True
123,1.428027,662.569551,True
124,1.439637,662.569551,True
125,1.451247,662.569551,True
126,1.462857,662.569551,True
127,1.474467,662.569551,True
128,1.486077,662.569551,True
129,1.497687,662.569551,True
130,1.509297,662.569551,True
131,1.520907,662.569551,True
132,1.532517,662.569551,True
133,1.544127,662.569551,True
134,1.555737,662.569551,True
135,1.567347,662.569551,True
136,1.578957,662.569551,True
137,1.590567,662.569551,True
138,1.602177,662.569551,True
139,1.613787,662.569551,True
140,1.625397,662.569551,True
141,1.637007,0.000000,False
142,1.648617,0.000000,False
143,1.660227,0.000000,False
144,1.671837,0.000000,False
145,1.683447,0.000000,False
146,1.695057,0.000000,False
147,1.706667,295.141182,True
148,1.718277,295.141182,True
149,1.729887,295.141182,True
150,1.741497,295.141182,True
151,1.753107,293.441294,True
152,1.764717,293.441294,True
153,1.776327,293.441294,True
154,1.787937,293.441294,True
155,1.799546,291.751196,True
156,1.811156,291.751196,True
157,1.822766,290.070833,True
158,1.834376,285.087590,True
159,1.845986,278.576180,True
160,1.857596,261.426473,True
161,1.869206,262.940901,True
162,1.880816,261.426473,True
163,1.892426,262.940901,True
164,1.904036,262.940901,True
165,1.915646,262.940901,True
166,1.927256,261.426473,True
167,1.938866,262.940901,True
168,1.950476,262.940901,True
169,1.962086,261.426473,True
170,1.973696,262.940901,True
171,1.985306,265.996127,True
172,1.996916,265.996127,True
173,2.008526,267.537027,True
174,2.020136,273.790408,True
175,2.031746,276.971700,True
176,2.043356,276.971700,True
177,2.054966,275.376460,True
178,2.066576,265.996127,True
179,2.078186,0.000000,False
180,2.089796,0.000000,False
181,2.101406,0.000000,False
182,2.113016,0.000000,False
183,2.124626,0.000000,False
184,2.136236,248.183162,True
185,2.147846,248.183162,True
186,2.159456,248.183162,True
187,2.171066,249.620872,True
188,2.182676,248.183162,True
189,2.194286,246.753732,True
190,2.205896,246.753732,True
191,2.217506,248.183162,True
192,2.229116,248.183162,True
193,2.240726,248.183162,True
194,2.252336,248.183162,True
195,2.263946,246.753732,True
196,2.275556,246.753732,True
197,2.287166,248.183162,True
198,2.298776,246.753732,True
199,2.310385,248.183162,True
200,2.321995,246.753732,True
201,2.333605,245.332535,True
202,2.345215,246.753732,True
203,2.356825,246.753732,True
204,2.368435,245.332535,True
205,2.380045,246.753732,True
206,2.391655,245.332535,True
207,2.403265,245.332535,True
208,2.414875,251.066911,True
209,2.426485,251.066911,True
210,2.438095,249.620872,True
211,2.449705,249.620872,True
212,2.461315,248.183162,True
213,2.472925,248.183162,True
214,2.484535,248.183162,True
215,2.496145,248.183162,True
216,2.507755,248.183162,True
217,2.519365,248.183162,True
218,2.530975,248.183162,True
219,2.542585,248.183162,True
220,2.554195,248.183162,True
221,2.565805,248.183162,True
222,2.577415,248.183162,True
223,2.589025,248.183162,True
224,2.600635,248.183162,True
225,2.612245,248.183162,True
226,2.623855,248.183162,True
227,2.635465,248.183162,True
228,2.647075,248.183162,True
229,2.658685,248.183162,True
230,2.670295,248.183162,True
231,2.681905,248.183162,True
232,2.693515,248.183162,True
233,2.705125,248.183162,True
234,2.716735,248.183162,True
235,2.728345,248.183162,True
236,2.739955,248.183162,True
237,2.751565,248.183162,True
238,2.763175,248.183162,True
239,2.774785,248.183162,True
240,2.786395,248.183162,True
241,2.798005,0.000000,False
242,2.809615,0.000000,False
243,2.821224,0.000000,False
244,2.832834,295.141182,True
245,2.844444,295.141182,True
246,2.856054,293.441294,True
247,2.867664,293.441294,True
248,2.879274,295.141182,True
249,2.890884,295.141182,True
250,2.902494,295.141182,True
251,2.914104,295.141182,True
252,2.925714,295.141182,True
253,2.937324,295.141182,True
254,2.948934,295.141182,True
255,2.960544,295.141182,True
256,2.972154,295.141182,True
257,2.983764,295.141182,True
258,2.995374,295.141182,True
259,3.006984,295.141182,True
260,3.018594,295.141182,True
261,3.030204,295.141182,True
262,3.041814,295.141182,True
263,3.053424,295.141182,True
264,3.065034,295.141182,True
265,3.076644,295.141182,True
266,3.088254,295.141182,True
267,3.099864,295.141182,True
268,3.111474,295.141182,True
269,3.123084,295.141182,True
270,3.134694,295.141182,True
271,3.146304,296.850917,True
272,3.157914,0.000000,False
273,3.169524,0.000000,False
274,3.181134,0.000000,False
275,3.192744,0.000000,False
276,3.204354,0.000000,False
277,3.215964,0.000000,False
278,3.227574,124.091581,True
279,3.239184,124.091581,True
280,3.250794,123.376866,True
281,3.262404,124.091581,True
282,3.274014,124.091581,True
283,3.285624,123.376866,True
284,3.297234,124.091581,True
285,3.308844,124.091581,True
286,3.320454,124.091581,True
287,3.332063,124.091581,True
288,3.343673,124.091581,True
289,3.355283,124.091581,True
290,3.366893,124.091581,True
291,3.378503,124.091581,True
292,3.390113,124.091581,True
293,3.401723,124.091581,True
294,3.413333,124.091581,True
295,3.424943,124.091581,True
296,3.436553,124.091581,True
297,3.448163,124.091581,True
298,3.459773,124.091581,True
299,3.471383,0.000000,False
300,3.482993,0.000000,False
301,3.494603,0.000000,False
302,3.506213,0.000000,False
303,3.517823,0.000000,False
304,3.529433,0.000000,False
305,3.541043,0.000000,False
306,3.552653,0.000000,False
307,3.564263,393.966212,True
308,3.575873,393.966212,True
309,3.587483,393.966212,True
310,3.599093,393.966212,True
311,3.610703,393.966212,True
312,3.622313,393.966212,True
313,3.633923,393.966212,True
314,3.645533,393.966212,True
315,3.657143,393.966212,True
316,3.668753,393.966212,True
317,3.680363,393.966212,True
318,3.691973,393.966212,True
319,3.703583,393.966212,True
320,3.715193,393.966212,True
321,3.726803,393.966212,True
322,3.738413,393.966212,True
323,3.750023,393.966212,True
324,3.761633,393.966212,True
325,3.773243,393.966212,True
326,3.784853,393.966212,True
327,3.796463,393.966212,True
328,3.808073,393.966212,True
329,3.819683,393.966212,True
330,3.831293,393.966212,True
331,3.842902,393.966212,True
332,3.854512,393.966212,True
333,3.866122,393.966212,True
334,3.877732,0.000000,False
335,3.889342,0.000000,False
336,3.900952,0.000000,False
337,3.912562,0.000000,False
338,3.924172,0.000000,False
339,3.935782,0.000000,False
340,3.947392,0.000000,False
341,3.959002,0.000000,False
342,3.970612,331.284776,True
343,3.982222,331.284776,True
344,3.993832,331.284776,True
345,4.005442,331.284776,True
346,4.017052,331.284776,True
347,4.028662,331.284776,True
348,4.040272,331.284776,True
349,4.051882,331.284776,True
350,4.063492,331.284776,True
351,4.075102,331.284776,True
352,4.086712,329.376716,True
353,4.098322,331.284776,True
354,4.109932,331.284776,True
355,4.121542,329.376716,True
356,4.133152,329.376716,True
357,4.144762,331.284776,True
358,4.156372,331.284776,True
359,4.167982,331.284776,True
360,4.179592,331.284776,True
361,4.191202,331.284776,True
362,4.202812,331.284776,True
363,4.214422,331.284776,True
364,4.226032,331.284776,True
365,4.237642,331.284776,True
366,4.249252,331.284776,True
367,4.260862,331.284776,True
368,4.272472,331.284776,True
369,4.284082,331.284776,True
370,4.295692,331.284776,True
371,4.307302,331.284776,True
372,4.318912,329.376716,True
373,4.330522,0.000000,False
374,4.342132,0.000000,False
375,4.353741,0.000000,False
376,4.365351,0.000000,False
377,4.376961,0.000000,False
378,4.388571,164.688358,True
379,4.400181,164.688358,True
380,4.411791,164.688358,True
381,4.423401,165.642388,True
382,4.435011,165.642388,True
383,4.446621,164.688358,True
384,4.458231,164.688358,True
385,4.469841,164.688358,True
386,4.481451,164.688358,True
387,4.493061,164.688358,True
388,4.504671,164.688358,True
389,4.516281,164.688358,True
390,4.527891,164.688358,True
391,4.539501,164.688358,True
392,4.551111,164.688358,True
393,4.562721,164.688358,True
394,4.574331,164.688358,True
395,4.585941,164.688358,True
396,4.597551,164.688358,True
397,4.609161,164.688358,True
398,4.620771,164.688358,True
399,4.632381,164.688358,True
400,4.643991,164.688358,True
401,4.655601,164.688358,True
402,4.667211,164.688358,True
403,4.678821,165.642388,True
404,4.690431,164.688358,True
405,4.702041,164.688358,True
406,4.713651,165.642388,True
407,4.725261,164.688358,True
408,4.736871,164.688358,True
409,4.748481,164.688358,True
410,4.760091,165.642388,True
411,4.771701,164.688358,True
412,4.783311,164.688358,True
413,4.794921,165.642388,True
414,4.806531,165.642388,True
415,4.818141,165.642388,True
416,4.829751,164.688358,True
417,4.841361,165.642388,True
418,4.852971,165.642388,True
419,4.864580,165.642388,True
420,4.876190,165.642388,True
421,4.887800,165.642388,True
422,4.899410,165.642388,True
423,4.911020,165.642388,True
424,4.922630,165.642388,True
425,4.934240,165.642388,True
426,4.945850,165.642388,True
427,4.957460,165.642388,True
428,4.969070,165.642388,True
429,4.980680,165.642388,True
430,4.992290,165.642388,True
431,5.003900,165.642388,True
432,5.015510,165.642388,True
433,5.027120,0.000000,False
434,5.038730,0.000000,False
435,5.050340,0.000000,False
436,5.061950,0.000000,False
437,5.073560,0.000000,False
438,5.085170,291.751196,True
439,5.096780,293.441294,True
440,5.108390,295.141182,True
441,5.120000,296.850917,True
442,5.131610,298.570557,True
443,5.143220,298.570557,True
444,5.154830,298.570557,True
445,5.166440,298.570557,True
446,5.178050,298.570557,True
447,5.189660,296.850917,True
448,5.201270,298.570557,True
449,5.212880,298.570557,True
450,5.224490,296.850917,True
451,5.236100,296.850917,True
452,5.247710,298.570557,True
453,5.259320,296.850917,True
454,5.270930,296.850917,True
455,5.282540,296.850917,True
456,5.294150,296.850917,True
457,5.305760,298.570557,True
458,5.317370,298.570557,True
459,5.328980,300.300159,True
460,5.340590,300.300159,True
461,5.352200,300.300159,True
462,5.363810,298.570557,True
463,5.375420,298.570557,True
464,5.387029,298.570557,True
465,5.398639,296.850917,True
466,5.410249,296.850917,True
467,5.421859,0.000000,False
468,5.433469,0.000000,False
469,5.445079,0.000000,False
470,5.456689,0.000000,False
471,5.468299,0.000000,False
472,5.479909,166.601944,True
473,5.491519,166.601944,True
474,5.503129,166.601944,True
475,5.514739,165.642388,True
476,5.526349,166.601944,True
477,5.537959,166.601944,True
478,5.549569,166.601944,True
479,5.561179,166.601944,True
480,5.572789,166.601944,True
481,5.584399,166.601944,True
482,5.596009,166.601944,True
483,5.607619,166.601944,True
484,5.619229,166.601944,True
485,5.630839,166.601944,True
486,5.642449,166.601944,True
487,5.654059,166.601944,True
488,5.665669,166.601944,True
489,5.677279,166.601944,True
490,5.688889,166.601944,True
491,5.700499,166.601944,True
492,5.712109,166.601944,True
493,5.723719,0.000000,False
494,5.735329,0.000000,False
495,5.746939,0.000000,False
496,5.758549,0.000000,False
497,5.770159,0.000000,False
498,5.781769,0.000000,False
499,5.793379,340.992161,True
500,5.804989,335.134119,True
501,5.816599,333.203889,True
502,5.828209,333.203889,True
503,5.839819,331.284776,True
504,5.851429,331.284776,True
505,5.863039,329.376716,True
506,5.874649,331.284776,True
507,5.886259,331.284776,True
508,5.897868,331.284776,True
509,5.909478,331.284776,True
510,5.921088,331.284776,True
511,5.932698,331.284776,True
512,5.944308,331.284776,True
513,5.955918,331.284776,True
514,5.967528,331.284776,True
515,5.979138,331.284776,True
516,5.990748,331.284776,True
517,6.002358,331.284776,True
518,6.013968,331.284776,True
519,6.025578,331.284776,True
520,6.037188,331.284776,True
521,6.048798,331.284776,True
522,6.060408,331.284776,True
523,6.072018,331.284776,True
524,6.083628,331.284776,True
525,6.095238,331.284776,True
526,6.106848,331.284776,True
527,6.118458,331.284776,True
528,6.130068,331.284776,True
529,6.141678,331.284776,True
530,6.153288,331.284776,True
531,6.164898,331.284776,True
532,6.176508,0.000000,False
533,6.188118,0.000000,False
534,6.199728,0.000000,False
535,6.211338,295.141182,True
536,6.222948,295.141182,True
537,6.234558,293.441294,True
538,6.246168,293.441294,True
539,6.257778,293.441294,True
540,6.269388,293.441294,True
541,6.280998,293.441294,True
542,6.292608,293.441294,True
543,6.304218,291.751196,True
544,6.315828,291.751196,True
545,6.327438,290.070833,True
546,6.339048,290.070833,True
547,6.350658,288.400148,True
548,6.362268,286.739085,True
549,6.373878,285.087590,True
550,6.385488,283.445606,True
551,6.397098,281.813080,True
552,6.408707,280.189956,True
553,6.420317,278.576180,True
554,6.431927,276.971700,True
555,6.443537,275.376460,True
556,6.455147,272.213492,True
557,6.466757,270.645657,True
558,6.478367,270.645657,True
559,6.489977,269.086853,True
560,6.501587,267.537027,True
561,6.513197,265.996127,True
562,6.524807,267.537027,True
563,6.536417,265.996127,True
564,6.548027,265.996127,True
565,6.559637,262.940901,True
566,6.571247,258.423733,True
567,6.582857,259.920767,True
568,6.594467,0.000000,False
569,6.606077,0.000000,False
570,6.617687,0.000000,False
571,6.629297,0.000000,False
572,6.640907,164.688358,True
573,6.652517,164.688358,True
574,6.664127,164.688358,True
575,6.675737,163.739823,True
576,6.687347,164.688358,True
577,6.698957,164.688358,True
578,6.710567,164.688358,True
579,6.722177,164.688358,True
580,6.733787,164.688358,True
581,6.745397,164.688358,True
582,6.757007,165.642388,True
583,6.768617,165.642388,True
584,6.780227,164.688358,True
585,6.791837,164.688358,True
586,6.803447,165.642388,True
587,6.815057,165.642388,True
588,6.826667,165.642388,True
589,6.838277,164.688358,True
590,6.849887,164.688358,True
591,6.861497,0.000000,False
592,6.873107,0.000000,False
593,6.884717,0.000000,False
594,6.896327,0.000000,False
595,6.907937,0.000000,False
596,6.919546,0.000000,False
597,6.931156,0.000000,False
598,6.942766,393.966212,True
599,6.954376,393.966212,True
600,6.965986,393.966212,True
601,6.977596,393.966212,True
602,6.989206,393.966212,True
603,7.000816,393.966212,True
604,7.012426,393.966212,True
605,7.024036,393.966212,True
606,7.035646,393.966212,True
607,7.047256,391.697134,True
608,7.058866,393.966212,True
609,7.070476,391.697134,True
610,7.082086,391.697134,True
611,7.093696,391.697134,True
612,7.105306,391.697134,True
613,7.116916,393.966212,True
614,7.128526,391.697134,True
615,7.140136,391.697134,True
616,7.151746,391.697134,True
617,7.163356,391.697134,True
618,7.174966,391.697134,True
619,7.186576,391.697134,True
620,7.198186,391.697134,True
621,7.209796,391.697134,True
622,7.221406,391.697134,True
623,7.233016,391.697134,True
624,7.244626,391.697134,True
625,7.256236,391.697134,True
626,7.267846,391.697134,True
627,7.279456,391.697134,True
628,7.291066,391.697134,True
629,7.302676,393.966212,True
630,7.314286,382.750759,True
631,7.325896,376.175330,True
632,7.337506,371.854588,True
633,7.349116,371.854588,True
634,7.360726,369.712863,True
635,7.372336,369.712863,True
636,7.383946,369.712863,True
637,7.395556,369.712863,True
638,7.407166,369.712863,True
639,7.418776,369.712863,True
640,7.430385,371.854588,True
641,7.441995,369.712863,True
642,7.453605,369.712863,True
643,7.465215,369.712863,True
644,7.476825,369.712863,True
645,7.488435,378.354492,True
646,7.500045,387.198109,True
647,7.511655,389.441124,True
648,7.523265,391.697134,True
649,7.534875,389.441124,True
650,7.546485,389.441124,True
651,7.558095,389.441124,True
652,7.569705,389.441124,True
653,7.581315,389.441124,True
654,7.592925,391.697134,True
655,7.604535,391.697134,True
656,7.616145,391.697134,True
657,7.627755,391.697134,True
658,7.639365,391.697134,True
659,7.650975,391.697134,True
660,7.662585,391.697134,True
661,7.674195,391.697134,True
662,7.685805,384.968012,True
663,7.697415,378.354492,True
664,7.709025,376.175330,True
665,7.720635,374.008720,True
666,7.732245,374.008720,True
667,7.743855,374.008720,True
668,7.755465,374.008720,True
669,7.767075,371.854588,True
670,7.778685,371.854588,True
671,7.790295,371.854588,True
672,7.801905,371.854588,True
673,7.813515,371.854588,True
674,7.825125,371.854588,True
675,7.836735,371.854588,True
676,7.848345,371.854588,True
677,7.859955,0.000000,False
678,7.871565,0.000000,False
679,7.883175,0.000000,False
680,7.894785,0.000000,False
681,7.906395,194.720562,True
682,7.918005,194.720562,True
683,7.929615,194.720562,True
684,7.941224,194.720562,True
685,7.952834,194.720562,True
686,7.964444,194.720562,True
687,7.976054,194.720562,True
688,7.987664,194.720562,True
689,7.999274,194.720562,True
690,8.010884,195.848567,True
691,8.022494,195.848567,True
692,8.034104,195.848567,True
693,8.045714,0.000000,False
694,8.057324,147.570591,True
695,8.068934,147.570591,True
696,8.080544,147.570591,True
697,8.092154,147.570591,True
698,8.103764,147.570591,True
699,8.115374,147.570591,True
700,8.126984,147.570591,True
701,8.138594,147.570591,True
702,8.150204,147.570591,True
703,8.161814,147.570591,True
704,8.173424,147.570591,True
705,8.185034,147.570591,True
706,8.196644,147.570591,True
707,8.208254,147.570591,True
708,8.219864,147.570591,True
709,8.231474,147.570591,True
710,8.243084,147.570591,True
711,8.254694,147.570591,True
712,8.266304,147.570591,True
713,8.277914,147.570591,True
714,8.289524,147.570591,True
715,8.301134,147.570591,True
716,8.312744,147.570591,True
717,8.324354,147.570591,True
718,8.335964,148.425459,True
719,8.347574,148.425459,True
720,8.359184,148.425459,True
721,8.370794,148.425459,True
722,8.382404,148.425459,True
723,8.394014,148.425459,True
724,8.405624,0.000000,False
725,8.417234,0.000000,False
726,8.428844,0.000000,False
727,8.440454,99.062109,True
728,8.452063,99.062109,True
729,8.463673,99.062109,True
730,8.475283,99.062109,True
731,8.486893,99.062109,True
732,8.498503,99.062109,True
733,8.510113,99.062109,True
734,8.521723,99.062109,True
735,8.533333,99.062109,True
736,8.544943,99.062109,True
737,8.556553,99.062109,True
738,8.568163,99.062109,True
739,8.579773,99.062109,True
740,8.591383,99.062109,True
741,8.602993,99.062109,True
742,8.614603,99.062109,True
743,8.626213,99.062109,True
744,8.637823,99.062109,True
745,8.649433,98.491553,True
746,8.661043,99.062109,True
747,8.672653,99.062109,True
748,8.684263,99.062109,True
749,8.695873,98.491553,True
750,8.707483,98.491553,True
751,8.719093,98.491553,True
752,8.730703,99.062109,True
753,8.742313,98.491553,True
754,8.753923,98.491553,True
755,8.765533,98.491553,True
756,8.777143,98.491553,True
757,8.788753,99.062109,True
758,8.800363,98.491553,True
759,8.811973,97.924283,True
760,8.823583,96.799527,True
761,8.835193,95.687690,True
762,8.846803,95.136569,True
763,8.858413,95.687690,True
764,8.870023,95.136569,True
765,8.881633,95.136569,True
766,8.893243,95.136569,True
767,8.904853,95.136569,True
768,8.916463,95.136569,True
769,8.928073,95.136569,True
770,8.939683,95.136569,True
771,8.951293,95.136569,True
772,8.962902,95.136569,True
773,8.974512,95.136569,True
774,8.986122,95.136569,True
775,8.997732,95.136569,True
776,9.009342,95.136569,True
777,9.020952,95.136569,True
778,9.032562,95.136569,True
779,9.044172,95.136569,True
780,9.055782,95.136569,True
781,9.067392,95.136569,True
782,9.079002,95.687690,True
783,9.090612,95.687690,True
784,9.102222,95.687690,True
785,9.113832,96.242003,True
786,9.125442,96.242003,True
787,9.137052,96.242003,True
788,9.148662,96.242003,True
789,9.160272,96.242003,True
790,9.171882,96.799527,True
791,9.183492,96.799527,True
792,9.195102,96.242003,True
793,9.206712,96.242003,True
794,9.218322,96.799527,True
795,9.229932,96.799527,True
796,9.241542,96.242003,True
797,9.253152,96.242003,True
798,9.264762,96.799527,True
799,9.276372,96.799527,True
800,9.287982,96.799527,True
801,9.299592,96.799527,True
802,9.311202,96.799527,True
803,9.322812,96.799527,True
804,9.334422,96.799527,True
805,9.346032,96.799527,True
806,9.357642,97.360281,True
807,9.369252,97.360281,True
808,9.380862,96.799527,True
809,9.392472,96.799527,True
810,9.404082,97.360281,True
811,9.415692,97.360281,True
812,9.427302,97.360281,True
813,9.438912,97.360281,True
814,9.450522,97.360281,True
815,9.462132,97.360281,True
816,9.473741,97.360281,True
817,9.485351,97.360281,True
818,9.496961,97.360281,True
819,9.508571,97.924283,True
820,9.520181,97.924283,True
821,9.531791,97.924283,True
822,9.543401,97.924283,True
823,9.555011,0.000000,False
824,9.566621,0.000000,False
825,9.578231,0.000000,False
826,9.589841,0.000000,False
827,9.601451,0.000000,False
828,9.613061,0.000000,False
829,9.624671,248.183162,True
830,9.636281,248.183162,True
831,9.647891,248.183162,True
832,9.659501,248.183162,True
833,9.671111,248.183162,True
834,9.682721,248.183162,True
835,9.694331,248.183162,True
836,9.705941,248.183162,True
837,9.717551,248.183162,True
838,9.729161,248.183162,True
839,9.740771,248.183162,True
840,9.752381,248.183162,True
841,9.763991,248.183162,True
842,9.775601,248.183162,True
843,9.787211,248.183162,True
844,9.798821,248.183162,True
845,9.810431,248.183162,True
846,9.822041,249.620872,True
847,9.833651,248.183162,True
848,9.845261,248.183162,True
849,9.856871,249.620872,True
850,9.868481,0.000000,False
851,9.880091,0.000000,False
852,9.891701,0.000000,False
853,9.903311,0.000000,False
854,9.914921,0.000000,False
855,9.926531,0.000000,False
856,9.938141,0.000000,False
857,9.949751,0.000000,False
858,9.961361,670.268239,True
859,9.972971,670.268239,True
860,9.984580,666.407778,True
861,9.996190,666.407778,True
862,10.007800,666.407778,True
863,10.019410,666.407778,True
864,10.031020,666.407778,True
865,10.042630,666.407778,True
866,10.054240,666.407778,True
867,10.065850,666.407778,True
868,10.077460,670.268239,True
869,10.089070,670.268239,True
870,10.100680,670.268239,True
871,10.112290,743.709176,True
872,10.123900,743.709176,True
873,10.135510,743.709176,True
874,10.147120,743.709176,True
875,10.158730,743.709176,True
876,10.170340,743.709176,True
877,10.181950,739.425726,True
878,10.193560,739.425726,True
879,10.205170,739.425726,True
880,10.216780,743.709176,True
881,10.228390,743.709176,True
882,10.240000,743.709176,True
883,10.251610,743.709176,True
884,10.263220,743.709176,True
885,10.274830,739.425726,True
886,10.286440,761.092554,True
887,10.298050,774.396217,True
888,10.309660,778.882249,True
889,10.321270,783.394268,True
890,10.332880,778.882249,True
891,10.344490,778.882249,True
892,10.356100,778.882249,True
893,10.367710,778.882249,True
894,10.379320,778.882249,True
895,10.390930,778.882249,True
896,10.402540,778.882249,True
897,10.414150,778.882249,True
898,10.425760,778.882249,True
899,10.437370,778.882249,True
900,10.448980,774.396217,True
901,10.460590,839.621187,True
902,10.472200,889.547661,True
903,10.483810,937.014845,True
904,10.495420,947.902433,True
905,10.507029,953.393576,True
906,10.518639,947.902433,True
907,10.530249,953.393576,True
908,10.541859,953.393576,True
909,10.553469,958.916529,True
910,10.565079,958.916529,True
911,10.576689,964.471476,True
912,10.588299,964.471476,True
913,10.599909,964.471476,True
914,10.611519,958.916529,True
915,10.623129,964.471476,True
916,10.634739,958.916529,True
917,10.646349,964.471476,True
918,10.657959,0.000000,False
919,10.669569,0.000000,False
920,10.681179,0.000000,False
921,10.692789,0.000000,False
922,10.704399,0.000000,False
923,10.716009,0.000000,False
924,10.727619,0.000000,False
925,10.739229,0.000000,False
926,10.750839,0.000000,False
927,10.762449,0.000000,False
928,10.774059,0.000000,False
929,10.785669,0.000000,False
930,10.797279,0.000000,False
931,10.808889,0.000000,False
932,10.820499,0.000000,False
933,10.832109,0.000000,False
934,10.843719,0.000000,False
935,10.855329,0.000000,False
936,10.866939,0.000000,False
937,10.878549,0.000000,False
938,10.890159,0.000000,False
939,10.901769,0.000000,False
940,10.913379,0.000000,False
941,10.924989,0.000000,False
942,10.936599,0.000000,False
943,10.948209,0.000000,False
944,10.959819,0.000000,False
945,10.971429,0.000000,False
946,10.983039,0.000000,False
947,10.994649,0.000000,False
948,11.006259,0.000000,False
949,11.017868,0.000000,False
950,11.029478,0.000000,False
951,11.041088,0.000000,False
952,11.052698,0.000000,False
953,11.064308,0.000000,False
954,11.075918,0.000000,False
955,11.087528,0.000000,False
956,11.099138,0.000000,False
957,11.110748,0.000000,False
958,11.122358,0.000000,False
959,11.133968,0.000000,False
960,11.145578,0.000000,False
961,11.157188,0.000000,False
962,11.168798,0.000000,False
963,11.180408,0.000000,False
964,11.192018,0.000000,False
965,11.203628,0.000000,False
966,11.215238,0.000000,False
967,11.226848,0.000000,False
968,11.238458,0.000000,False
969,11.250068,0.000000,False
970,11.261678,0.000000,False
971,11.273288,0.000000,False
972,11.284898,0.000000,False
973,11.296508,0.000000,False
974,11.308118,0.000000,False
975,11.319728,0.000000,False
976,11.331338,0.000000,False
977,11.342948,0.000000,False
978,11.354558,0.000000,False
979,11.366168,0.000000,False
980,11.377778,0.000000,False
981,11.389388,0.000000,False
982,11.400998,0.000000,False
983,11.412608,0.000000,False
984,11.424218,0.000000,False
985,11.435828,0.000000,False
986,11.447438,0.000000,False
987,11.459048,0.000000,False
988,11.470658,0.000000,False
989,11.482268,0.000000,False
990,11.493878,0.000000,False
991,11.505488,0.000000,False
992,11.517098,0.000000,False
993,11.528707,0.000000,False
994,11.540317,0.000000,False
995,11.551927,0.000000,False
