frame_index,time_sec,rms_db,onset_strength
1709,19.841451,-13.845199,0.782521
1710,19.853061,-13.496882,0.859553
1711,19.864671,-13.240129,0.682269
1712,19.876281,-13.097760,0.764835
1713,19.887891,-13.976495,0.618789
1714,19.899501,-14.007892,0.743543
1715,19.911111,-13.819861,0.827493
1716,19.922721,-13.440465,0.483745
1717,19.934331,-12.678622,0.573266
1718,19.945941,-13.031291,0.804018
1719,19.957551,-13.405444,0.666399
1720,19.969161,-13.785205,0.783035
1721,19.980771,-13.888413,0.601793
1722,19.992381,-13.528907,0.577690
1723,20.003991,-13.731227,0.662132
1724,20.015601,-14.442159,1.055163
1725,20.027211,-15.906934,1.273619
1726,20.038821,-16.907223,2.522520
1727,20.050431,-17.278309,2.763624
1728,20.062041,-17.185848,2.139713
1729,20.073651,-17.338558,1.260156
1730,20.085261,-18.591389,0.806152
1731,20.096871,-19.479107,0.752220
1732,20.108481,-20.024639,0.816863
1733,20.120091,-19.656250,1.031334
1734,20.131701,-17.593872,0.852926
1735,20.143311,-16.511124,0.750196
1736,20.154921,-14.739284,1.383178
1737,20.166531,-14.126845,1.979490
1738,20.178141,-13.665431,1.343908
1739,20.189751,-13.042241,1.124625
1740,20.201361,-13.728568,0.918322
1741,20.212971,-13.136241,0.789089
1742,20.224580,-13.727298,0.859760
1743,20.236190,-14.391280,0.641771
1744,20.247800,-13.964080,0.773787
1745,20.259410,-15.384892,0.582569
1746,20.271020,-14.904044,0.454171
1747,20.282630,-14.639474,0.488760
1748,20.294240,-15.079181,0.619128
1749,20.305850,-14.784116,0.822966
1750,20.317460,-15.360192,0.474904
1751,20.329070,-15.406554,0.355536
1752,20.340680,-15.084455,0.525163
1753,20.352290,-14.427606,0.984635
1754,20.363900,-13.522862,0.747204
1755,20.375510,-13.173064,0.622917
1756,20.387120,-13.013766,0.689975
1757,20.398730,-12.985045,0.865879
1758,20.410340,-12.866342,0.625768
1759,20.421950,-12.979199,0.463703
1760,20.433560,-12.748757,0.705474
1761,20.445170,-12.468627,0.575164
1762,20.456780,-12.623548,0.559812
1763,20.468390,-12.233462,0.748259
1764,20.480000,-12.254180,0.543893
1765,20.491610,-12.396106,0.808549
1766,20.503220,-11.975371,1.007442
1767,20.514830,-11.965657,0.982467
1768,20.526440,-12.189328,1.094560
1769,20.538050,-12.192325,0.986581
1770,20.549660,-12.909698,0.736779
1771,20.561270,-13.887221,0.650875
1772,20.572880,-14.250369,0.591093
1773,20.584490,-14.639194,0.645753
1774,20.596100,-15.097442,0.626055
1775,20.607710,-14.762225,0.484249
1776,20.619320,-14.891778,0.641204
1777,20.630930,-15.341617,0.508401
1778,20.642540,-15.275277,0.595957
1779,20.654150,-16.408394,0.406551
1780,20.665760,-16.750011,0.572477
1781,20.677370,-18.264606,0.619317
1782,20.688980,-20.564037,0.508333
1783,20.700590,-21.879639,0.429299
1784,20.712200,-25.694523,0.513170
1785,20.723810,-25.215897,0.376828
1786,20.735420,-25.443874,0.797182
1787,20.747029,-25.348236,0.654510
1788,20.758639,-26.280567,0.731776
1789,20.770249,-26.947208,0.517942
1790,20.781859,-27.266640,0.563880
1791,20.793469,-26.867317,0.503212
1792,20.805079,-26.383602,0.629135
1793,20.816689,-26.551361,0.664568
1794,20.828299,-26.552418,0.665742
1795,20.839909,-26.692921,0.511928
1796,20.851519,-27.180851,0.563009
1797,20.863129,-26.067863,0.655236
1798,20.874739,-21.403351,0.904709
1799,20.886349,-19.660240,1.271903
1800,20.897959,-18.558479,2.460975
1801,20.909569,-17.991741,2.308159
1802,20.921179,-18.510666,1.265985
1803,20.932789,-18.865971,0.785186
1804,20.944399,-19.219566,0.814471
1805,20.956009,-19.208179,0.745271
1806,20.967619,-19.510487,0.678878
1807,20.979229,-20.011757,0.726956
1808,20.990839,-20.316303,0.663155
1809,21.002449,-20.427883,0.629620
1810,21.014059,-21.098785,0.474840
1811,21.025669,-20.751675,0.613374
1812,21.037279,-20.676514,0.738743
1813,21.048889,-20.779160,0.841619
1814,21.060499,-20.669895,0.631382
1815,21.072109,-20.417732,0.837159
1816,21.083719,-20.497227,0.882956
1817,21.095329,-20.509228,0.728278
1818,21.106939,-20.394199,0.753702
1819,21.118549,-20.830227,0.863778
1820,21.130159,-21.504459,0.437908
1821,21.141769,-22.330040,0.528572
1822,21.153379,-22.665775,0.512930
1823,21.164989,-23.440319,1.970003
1824,21.176599,-23.143688,3.865992
1825,21.188209,-22.380867,3.504851
1826,21.199819,-22.076088,1.790686
1827,21.211429,-21.663010,0.835600
1828,21.223039,-21.469322,1.752650
1829,21.234649,-22.485924,1.481623
1830,21.246259,-23.589844,1.170211
1831,21.257868,-25.517887,0.743693
1832,21.269478,-27.116093,0.549596
1833,21.281088,-25.859085,0.534573
1834,21.292698,-24.320534,0.269900
1835,21.304308,-23.130322,0.684804
1836,21.315918,-22.529865,0.973540
1837,21.327528,-22.189816,0.850067
1838,21.339138,-21.870564,0.866514
1839,21.350748,-22.044189,0.847405
1840,21.362358,-22.108810,0.774955
1841,21.373968,-22.987305,0.629713
1842,21.385578,-24.838024,0.386655
1843,21.397188,-26.172302,0.428666
1844,21.408798,-27.850643,0.565127
1845,21.420408,-28.554497,0.578947
1846,21.432018,-29.309013,0.703077
1847,21.443628,-30.173431,0.582461
1848,21.455238,-31.101574,0.377795
1849,21.466848,-32.027889,0.411686
1850,21.478458,-31.810146,0.412075
1851,21.490068,-31.392231,0.559566
1852,21.501678,-31.469582,0.679078
1853,21.513288,-31.814228,0.441988
1854,21.524898,-32.298740,0.555436
1855,21.536508,-32.290764,0.601716
1856,21.548118,-32.494869,0.572903
1857,21.559728,-32.505222,0.359356
1858,21.571338,-32.534782,0.622128
1859,21.582948,-33.186600,0.564130
1860,21.594558,-33.363739,0.477130
1861,21.606168,-33.674706,0.550969
1862,21.617778,-33.315678,0.576010
1863,21.629388,-33.505520,0.415032
1864,21.640998,-33.208138,0.626580
1865,21.652608,-32.780346,0.543224
1866,21.664218,-33.123661,0.290094
1867,21.675828,-32.702908,0.312132
1868,21.687438,-32.634068,0.381888
1869,21.699048,-33.059826,0.294746
1870,21.710658,-32.877884,0.218673
1871,21.722268,-33.744816,0.493943
1872,21.733878,-32.223572,0.299455
1873,21.745488,-30.508343,0.265065
1874,21.757098,-30.428802,2.208221
1875,21.768707,-29.965427,12.580682
1876,21.780317,-31.076183,4.073029
1877,21.791927,-33.260265,0.143371
1878,21.803537,-32.907043,0.329927
1879,21.815147,-32.699398,1.011119
1880,21.826757,-30.562256,0.799604
1881,21.838367,-29.433971,1.206202
1882,21.849977,-29.919727,1.870985
1883,21.861587,-30.610828,2.841692
1884,21.873197,-32.755207,1.541561
1885,21.884807,-35.199974,0.131154
1886,21.896417,-29.589031,0.083964
1887,21.908027,-26.001354,0.469227
1888,21.919637,-23.810390,8.333089
1889,21.931247,-22.094051,4.655444
1890,21.942857,-20.775307,1.846313
1891,21.954467,-18.631744,3.317896
1892,21.966077,-17.904339,2.636782
1893,21.977687,-16.725567,1.923962
1894,21.989297,-16.098206,2.004826
1895,22.000907,-15.838471,0.612186
1896,22.012517,-14.743613,0.895841
1897,22.024127,-14.526053,0.700784
1898,22.035737,-14.120696,0.653446
1899,22.047347,-13.852979,0.539444
1900,22.058957,-13.856170,0.523287
1901,22.070567,-13.852569,0.907565
1902,22.082177,-14.162932,0.819427
1903,22.093787,-14.517669,1.355618
1904,22.105397,-14.958745,1.350015
1905,22.117007,-15.208274,1.642070
1906,22.128617,-15.526801,0.763052
1907,22.140227,-15.448527,0.559257
1908,22.151837,-16.066692,0.775117
1909,22.163447,-16.199162,0.624589
1910,22.175057,-15.158645,0.412916
1911,22.186667,-14.029809,0.700845
1912,22.198277,-13.363376,1.131694
1913,22.209887,-12.905150,1.708202
1914,22.221497,-12.975520,1.536618
1915,22.233107,-13.512372,1.045228
1916,22.244717,-13.658019,0.990282
1917,22.256327,-13.906697,0.887940
1918,22.267937,-14.010737,0.439754
1919,22.279546,-14.630210,0.283194
1920,22.291156,-15.148810,0.426669
1921,22.302766,-15.024766,0.428515
1922,22.314376,-15.031367,0.236945
1923,22.325986,-14.794940,0.567197
1924,22.337596,-14.795453,0.516810
1925,22.349206,-15.158622,0.632288
1926,22.360816,-15.306205,0.775194
1927,22.372426,-14.324452,0.604856
1928,22.384036,-13.425216,0.828773
1929,22.395646,-13.001918,0.622981
1930,22.407256,-12.070735,0.824169
1931,22.418866,-12.233459,0.737831
1932,22.430476,-12.370139,0.986792
1933,22.442086,-12.286031,0.868010
1934,22.453696,-12.751044,0.770449
1935,22.465306,-12.657619,0.797414
1936,22.476916,-12.719031,0.464968
1937,22.488526,-13.319167,0.612098
1938,22.500136,-13.838973,0.745816
1939,22.511746,-14.576526,0.491724
1940,22.523356,-15.164601,0.641752
1941,22.534966,-14.751201,2.142087
1942,22.546576,-14.747350,1.286556
1943,22.558186,-14.969195,0.791135
1944,22.569796,-14.640132,0.875386
1945,22.581406,-14.850398,0.699973
1946,22.593016,-15.327971,0.675548
1947,22.604626,-15.320716,0.509069
1948,22.616236,-15.806437,0.769609
1949,22.627846,-16.244816,0.547578
1950,22.639456,-16.493626,0.494981
1951,22.651066,-16.647728,0.879690
1952,22.662676,-17.243305,0.738574
1953,22.674286,-17.945442,0.729474
1954,22.685896,-18.940712,0.896150
1955,22.697506,-19.956013,0.771522
1956,22.709116,-19.355312,1.324390
1957,22.720726,-19.358917,0.935568
1958,22.732336,-19.197567,1.066051
1959,22.743946,-18.232792,1.155421
1960,22.755556,-18.411896,1.240011
1961,22.767166,-18.679993,0.971204
1962,22.778776,-18.262192,0.749277
1963,22.790385,-19.629799,0.860557
1964,22.801995,-21.639896,0.773883
1965,22.813605,-22.421474,0.313942
1966,22.825215,-24.985596,0.167289
1967,22.836825,-27.662792,0.195849
1968,22.848435,-28.881546,0.327801
1969,22.860045,-28.869576,0.211956
1970,22.871655,-25.731823,0.295989
1971,22.883265,-25.009041,0.293220
1972,22.894875,-24.811749,4.671174
1973,22.906485,-24.497372,11.050714
1974,22.918095,-26.916256,2.367730
1975,22.929705,-27.722046,0.256224
1976,22.941315,-27.313953,0.561542
1977,22.952925,-26.941624,0.555864
1978,22.964535,-23.841431,0.497761
1979,22.976145,-20.107567,0.464426
1980,22.987755,-17.438358,0.824829
1981,22.999365,-16.589832,1.028926
1982,23.010975,-15.967919,0.993067
1983,23.022585,-16.326653,0.577856
1984,23.034195,-17.141994,0.689291
1985,23.045805,-17.088013,0.378487
1986,23.057415,-17.665966,0.310228
1987,23.069025,-17.538490,0.442371
1988,23.080635,-17.772121,0.615777
1989,23.092245,-17.907799,0.464674
1990,23.103855,-17.469387,0.616214
1991,23.115465,-17.245098,0.583946
1992,23.127075,-16.747917,0.638552
1993,23.138685,-16.326252,1.228488
1994,23.150295,-16.296890,1.354274
1995,23.161905,-15.961352,1.055180
1996,23.173515,-16.375160,0.712660
1997,23.185125,-16.540298,0.712459
1998,23.196735,-16.858738,0.638274
1999,23.208345,-17.969589,0.631437
2000,23.219955,-18.043800,0.454645
2001,23.231565,-19.370819,0.386829
2002,23.243175,-20.271130,0.770493
2003,23.254785,-20.881222,0.597046
2004,23.266395,-22.364471,0.562600
2005,23.278005,-23.189026,0.516320
2006,23.289615,-24.234261,0.690854
2007,23.301224,-25.550491,0.392976
2008,23.312834,-27.547512,0.674979
2009,23.324444,-28.462376,0.600412
2010,23.336054,-29.083363,0.482114
2011,23.347664,-29.973713,0.431280
2012,23.359274,-29.921936,0.510140
2013,23.370884,-29.547771,0.371641
2014,23.382494,-29.483345,0.456240
2015,23.394104,-28.688225,0.462317
2016,23.405714,-28.898045,0.481978
2017,23.417324,-29.289623,0.406572
2018,23.428934,-28.821724,0.569919
2019,23.440544,-29.435440,0.439747
2020,23.452154,-28.549644,0.380475
2021,23.463764,-28.158100,0.533913
2022,23.475374,-28.372814,0.314007
2023,23.486984,-28.788849,0.266170
2024,23.498594,-28.871590,0.399341
2025,23.510204,-29.213295,0.369594
2026,23.521814,-29.596706,0.301581
2027,23.533424,-28.926746,0.333742
2028,23.545034,-29.058655,0.563415
2029,23.556644,-28.903351,0.399146
2030,23.568254,-28.831970,0.367986
2031,23.579864,-29.043694,0.320466
2032,23.591474,-29.544624,0.304623
2033,23.603084,-29.415833,0.274919
2034,23.614694,-29.530365,0.476111
2035,23.626304,-29.647469,0.434803
2036,23.637914,-29.856831,0.333624
2037,23.649524,-29.313286,0.506642
2038,23.661134,-29.347824,0.237779
2039,23.672744,-29.461586,0.472859
2040,23.684354,-28.717129,0.437288
2041,23.695964,-29.356232,0.205607
2042,23.707574,-28.886333,0.292992
2043,23.719184,-29.077183,0.427508
2044,23.730794,-29.725887,0.457160
2045,23.742404,-29.712715,1.240134
2046,23.754014,-30.948978,0.948816
2047,23.765624,-30.976986,0.907434
2048,23.777234,-31.264572,1.057758
2049,23.788844,-31.683193,0.732958
2050,23.800454,-28.684544,0.943650
2051,23.812063,-19.071754,1.096620
2052,23.823673,-15.695991,0.818513
2053,23.835283,-13.684728,2.099709
2054,23.846893,-12.311896,5.206640
2055,23.858503,-11.896440,3.510592
2056,23.870113,-11.781308,1.582676
2057,23.881723,-11.845090,1.292502
2058,23.893333,-11.731202,1.025537
2059,23.904943,-11.991622,0.759353
2060,23.916553,-12.160159,0.809420
2061,23.928163,-12.430724,0.792782
2062,23.939773,-13.390271,1.030788
2063,23.951383,-14.551744,0.593517
2064,23.962993,-16.498394,0.239335
2065,23.974603,-19.121368,0.224969
2066,23.986213,-22.391785,0.254857
2067,23.997823,-22.705811,3.239112
2068,24.009433,-18.908958,6.027365
2069,24.021043,-15.732633,1.359266
2070,24.032653,-13.901946,0.923822
2071,24.044263,-12.527503,1.981597
2072,24.055873,-12.169692,1.091690
2073,24.067483,-11.856925,0.911394
2074,24.079093,-11.691184,0.798395
2075,24.090703,-11.496264,0.829795
2076,24.102313,-11.230714,0.692629
2077,24.113923,-11.358172,0.733250
2078,24.125533,-11.523303,0.799792
2079,24.137143,-12.230395,0.726049
2080,24.148753,-12.801032,0.732139
2081,24.160363,-13.500318,0.689588
2082,24.171973,-13.706504,0.703591
2083,24.183583,-12.955178,0.523459
2084,24.195193,-11.916793,0.608013
2085,24.206803,-10.658750,1.094716
2086,24.218413,-9.590390,1.872759
2087,24.230023,-8.942840,3.608273
2088,24.241633,-8.529496,2.513216
2089,24.253243,-8.130620,1.285245
2090,24.264853,-8.135783,0.952521
2091,24.276463,-8.078713,0.568222
2092,24.288073,-8.062392,0.788079
2093,24.299683,-8.437652,0.728441
2094,24.311293,-8.348397,0.493966
2095,24.322902,-8.612325,0.598454
2096,24.334512,-8.792397,0.644958
2097,24.346122,-9.044879,0.586483
2098,24.357732,-9.516728,0.475982
2099,24.369342,-9.813590,0.789920
2100,24.380952,-11.121318,0.932360
2101,24.392562,-12.096101,0.757541
2102,24.404172,-13.793551,1.287354
2103,24.415782,-15.617753,3.475713
2104,24.427392,-15.360110,3.093488
2105,24.439002,-15.790864,1.231808
2106,24.450612,-16.061493,0.466431
2107,24.462222,-16.244877,0.398305
2108,24.473832,-16.361408,0.557272
2109,24.485442,-16.674229,0.616223
2110,24.497052,-16.293159,0.764740
2111,24.508662,-16.575211,0.707656
2112,24.520272,-16.597294,0.936350
2113,24.531882,-16.615314,0.817619
2114,24.543492,-17.254536,0.576368
2115,24.555102,-17.089184,0.759154
2116,24.566712,-17.639229,0.905844
2117,24.578322,-17.679775,1.005077
2118,24.589932,-17.141777,1.350680
2119,24.601542,-14.575902,0.800729
2120,24.613152,-12.776732,0.831584
2121,24.624762,-11.386170,2.207504
2122,24.636372,-10.474158,2.126251
2123,24.647982,-10.336543,0.734552
2124,24.659592,-10.570952,0.756874
2125,24.671202,-11.054420,0.963715
2126,24.682812,-11.401521,0.752712
2127,24.694422,-12.203322,0.550889
2128,24.706032,-12.735362,0.575440
2129,24.717642,-13.018895,0.705416
2130,24.729252,-13.576106,0.813819
2131,24.740862,-13.801801,0.951715
2132,24.752472,-13.720260,1.230153
2133,24.764082,-13.651330,0.955599
2134,24.775692,-13.666057,0.866655
2135,24.787302,-13.712295,0.674823
2136,24.798912,-13.827441,0.825371
2137,24.810522,-14.232625,0.776032
2138,24.822132,-14.898158,0.756419
2139,24.833741,-15.689158,0.700544
2140,24.845351,-16.926758,0.958196
2141,24.856961,-18.295971,0.891200
2142,24.868571,-19.290386,1.788864
2143,24.880181,-19.722641,0.261121
2144,24.891791,-19.851570,0.189209
2145,24.903401,-20.019661,0.471684
2146,24.915011,-20.015827,0.453348
2147,24.926621,-19.755833,0.537509
2148,24.938231,-19.135483,0.717260
2149,24.949841,-19.012749,2.624054
2150,24.961451,-18.900898,9.387703
2151,24.973061,-19.117992,5.192179
2152,24.984671,-19.827251,0.973482
2153,24.996281,-20.105350,0.715804
2154,25.007891,-20.150276,0.579080
2155,25.019501,-19.250256,0.861588
2156,25.031111,-17.250446,0.677480
2157,25.042721,-15.655345,1.114422
2158,25.054331,-14.573735,1.446385
2159,25.065941,-13.994708,1.230566
2160,25.077551,-14.030078,0.748247
2161,25.089161,-14.183843,0.818442
2162,25.100771,-14.686584,0.690660
2163,25.112381,-15.116279,0.679227
2164,25.123991,-15.508178,0.621082
2165,25.135601,-16.302715,0.754438
2166,25.147211,-16.767120,0.819376
2167,25.158821,-17.589176,0.399530
2168,25.170431,-18.659889,0.538748
2169,25.182041,-19.717224,0.617728
2170,25.193651,-20.727528,0.588327
2171,25.205261,-21.505489,0.487285
2172,25.216871,-22.020813,0.530070
2173,25.228481,-22.445976,0.464712
2174,25.240091,-22.456406,0.548420
2175,25.251701,-22.612000,0.532338
2176,25.263311,-22.958206,0.499656
2177,25.274921,-22.918777,0.647490
2178,25.286531,-23.440521,0.599389
2179,25.298141,-23.543358,0.545571
2180,25.309751,-23.665859,0.600883
2181,25.321361,-23.696011,0.709774
2182,25.332971,-23.568047,0.464535
2183,25.344580,-23.193489,0.506114
2184,25.356190,-22.988045,0.904341
2185,25.367800,-22.892414,0.906500
2186,25.379410,-22.787857,1.673616
2187,25.391020,-21.768269,2.547443
2188,25.402630,-19.656677,2.142181
2189,25.414240,-17.748947,1.480702
2190,25.425850,-16.415550,1.778301
2191,25.437460,-15.430509,1.635579
2192,25.449070,-14.969352,1.069449
2193,25.460680,-14.905261,0.898889
2194,25.472290,-15.411462,0.902937
2195,25.483900,-16.520638,1.203957
2196,25.495510,-18.231457,1.001050
2197,25.507120,-20.533115,0.587801
2198,25.518730,-21.472633,0.679859
2199,25.530340,-21.812588,0.758621
2200,25.541950,-21.645794,0.696622
2201,25.553560,-21.358597,0.920625
2202,25.565170,-21.500130,0.394217
2203,25.576780,-21.387363,0.782279
2204,25.588390,-21.644421,0.750209
2205,25.600000,-22.058220,0.789727
2206,25.611610,-22.633675,0.593877
2207,25.623220,-23.224396,0.618580
2208,25.634830,-23.217705,0.678903
2209,25.646440,-23.354408,0.562391
2210,25.658050,-23.268276,0.499427
2211,25.669660,-23.514740,0.819945
2212,25.681270,-23.542694,0.690721
2213,25.692880,-23.937458,0.399846
2214,25.704490,-24.089333,0.542070
2215,25.716100,-24.205746,0.625648
2216,25.727710,-24.410603,0.456962
2217,25.739320,-24.256165,0.586621
2218,25.750930,-24.331421,0.474027
2219,25.762540,-24.198807,0.570166
2220,25.774150,-24.683739,0.882237
2221,25.785760,-24.860588,0.774343
2222,25.797370,-25.163189,0.496171
2223,25.808980,-25.429016,0.438036
2224,25.820590,-25.429695,0.580790
2225,25.832200,-25.587059,0.448342
2226,25.843810,-25.450420,0.703715
2227,25.855420,-25.589542,0.438645
2228,25.867029,-25.791935,0.720242
2229,25.878639,-26.252590,0.656705
2230,25.890249,-26.452061,0.473351
2231,25.901859,-26.682774,0.288444
2232,25.913469,-26.142639,0.384442
2233,25.925079,-25.408630,0.928253
2234,25.936689,-24.405197,3.676450
2235,25.948299,-23.624538,3.612888
2236,25.959909,-22.878529,3.101576
2237,25.971519,-22.361134,2.221244
2238,25.983129,-21.989410,1.330704
2239,25.994739,-21.446762,1.213673
2240,26.006349,-21.172577,1.135068
2241,26.017959,-20.764679,1.022000
2242,26.029569,-20.505180,1.219265
2243,26.041179,-20.616390,0.951145
2244,26.052789,-20.551098,1.115223
2245,26.064399,-20.752151,1.206860
2246,26.076009,-21.194206,0.988673
2247,26.087619,-21.752552,0.936052
2248,26.099229,-22.685219,1.285318
2249,26.110839,-20.623196,0.677472
2250,26.122449,-18.488403,0.378453
2251,26.134059,-15.872823,0.547601
2252,26.145669,-14.384257,1.346692
2253,26.157279,-13.800660,1.329540
2254,26.168889,-13.605405,1.219748
2255,26.180499,-14.645471,0.758756
2256,26.192109,-16.017033,0.698272
2257,26.203719,-17.775684,0.903316
2258,26.215329,-20.204628,1.578008
2259,26.226939,-21.350170,1.849113
2260,26.238549,-22.136765,1.709323
2261,26.250159,-23.167454,1.082447
2262,26.261769,-24.540279,1.102491
2263,26.273379,-23.319454,0.922198
2264,26.284989,-19.871521,1.137146
2265,26.296599,-18.029953,0.886182
2266,26.308209,-15.761706,1.242555
2267,26.319819,-14.993079,1.251067
2268,26.331429,-15.675363,1.074195
2269,26.343039,-16.722134,1.298686
2270,26.354649,-19.839108,0.878517
2271,26.366259,-25.072781,0.210272
2272,26.377868,-28.607090,0.098560
2273,26.389478,-29.256348,0.141532
2274,26.401088,-30.670166,0.385511
2275,26.412698,-26.621750,0.617404
2276,26.424308,-22.981125,0.655110
2277,26.435918,-21.007908,4.823837
2278,26.447528,-20.075062,13.433011
2279,26.459138,-15.557635,4.150918
2280,26.470748,-13.397811,0.929206
2281,26.482358,-11.368239,0.679362
2282,26.493968,-9.747668,2.667924
2283,26.505578,-9.280992,1.735916
2284,26.517188,-8.871627,1.199339
2285,26.528798,-8.796937,0.843397
2286,26.540408,-8.951955,0.728056
2287,26.552018,-8.897735,0.581601
2288,26.563628,-8.983787,0.677155
2289,26.575238,-9.020959,0.512648
2290,26.586848,-9.323855,0.721637
2291,26.598458,-10.300160,0.661022
2292,26.610068,-11.127997,0.718489
2293,26.621678,-11.926562,0.522521
2294,26.633288,-11.024110,0.210995
2295,26.644898,-10.408130,0.507032
2296,26.656508,-9.488421,2.573212
2297,26.668118,-9.057790,2.878108
2298,26.679728,-9.385152,1.287472
2299,26.691338,-9.023829,0.922813
2300,26.702948,-9.021350,1.047540
2301,26.714558,-9.116313,0.556200
2302,26.726168,-8.932916,0.787049
2303,26.737778,-9.100068,0.537035
2304,26.749388,-9.293559,0.645939
2305,26.760998,-9.431798,0.707096
2306,26.772608,-9.886336,0.681637
2307,26.784218,-10.064183,0.912391
2308,26.795828,-11.044766,0.804058
2309,26.807438,-11.698606,0.609154
2310,26.819048,-12.366691,0.829274
2311,26.830658,-13.688598,1.233591
2312,26.842268,-13.815858,1.560997
2313,26.853878,-14.379369,1.196023
2314,26.865488,-14.680163,0.893919
2315,26.877098,-13.924052,0.879741
2316,26.888707,-13.659131,1.069507
2317,26.900317,-13.290135,0.882486
2318,26.911927,-13.282252,0.802997
2319,26.923537,-13.934859,0.716646
2320,26.935147,-14.482106,0.665963
2321,26.946757,-15.357890,0.736430
2322,26.958367,-16.009117,0.435885
2323,26.969977,-16.713226,0.814611
2324,26.981587,-16.660534,0.714288
2325,26.993197,-16.643085,0.657774
2326,27.004807,-16.833935,0.657201
2327,27.016417,-16.422546,1.105595
2328,27.028027,-16.549129,0.584968
2329,27.039637,-16.124268,1.012171
2330,27.051247,-15.627570,0.761636
2331,27.062857,-15.195540,0.709352
2332,27.074467,-14.817464,0.921404
2333,27.086077,-14.570251,0.738020
2334,27.097687,-14.481984,0.780852
2335,27.109297,-14.616830,0.726412
2336,27.120907,-15.059678,0.738900
2337,27.132517,-15.515801,0.513764
2338,27.144127,-16.209431,0.691168
2339,27.155737,-17.146221,0.638694
2340,27.167347,-17.414261,0.673994
2341,27.178957,-17.702724,0.666258
2342,27.190567,-17.415672,0.420743
2343,27.202177,-16.758747,0.381279
2344,27.213787,-16.062099,0.818947
2345,27.225397,-14.875884,0.563965
2346,27.237007,-14.043288,1.066550
2347,27.248617,-13.320182,3.438630
2348,27.260227,-12.740781,3.173203
2349,27.271837,-12.572093,1.602831
2350,27.283447,-12.675696,0.811768
2351,27.295057,-12.687060,0.860612
2352,27.306667,-12.901551,0.709429
2353,27.318277,-13.244536,0.637563
2354,27.329887,-13.262568,0.349400
2355,27.341497,-13.497140,0.676865
2356,27.353107,-13.843005,0.798898
2357,27.364717,-14.293216,0.701802
2358,27.376327,-14.826621,0.676340
2359,27.387937,-15.328380,0.634959
2360,27.399546,-15.726834,0.771587
2361,27.411156,-15.926936,0.788909
2362,27.422766,-16.148052,0.631389
2363,27.434376,-16.487499,0.623082
2364,27.445986,-16.870651,0.452437
2365,27.457596,-17.066128,0.605330
2366,27.469206,-16.918900,0.744324
2367,27.480816,-16.879860,0.786923
2368,27.492426,-16.727036,0.934581
2369,27.504036,-16.853504,0.789003
2370,27.515646,-17.222828,0.768527
2371,27.527256,-17.477757,0.730644
2372,27.538866,-18.142849,0.774078
2373,27.550476,-18.620758,0.752505
2374,27.562086,-18.771248,0.579636
2375,27.573696,-19.280449,0.606081
2376,27.585306,-19.037434,0.692285
2377,27.596916,-18.512474,0.872034
2378,27.608526,-18.467072,0.921574
2379,27.620136,-18.042114,0.776228
2380,27.631746,-17.833683,1.122287
2381,27.643356,-18.192307,0.600803
2382,27.654966,-18.275627,0.630184
2383,27.666576,-18.540066,0.464197
2384,27.678186,-18.726238,0.633013
2385,27.689796,-18.972893,0.542987
2386,27.701406,-19.343807,0.859350
2387,27.713016,-19.868629,0.890686
2388,27.724626,-20.890522,0.771671
2389,27.736236,-21.636078,0.463271
2390,27.747846,-22.821083,0.478180
2391,27.759456,-23.510189,0.330919
2392,27.771066,-24.159771,0.543028
2393,27.782676,-24.311340,0.547904
2394,27.794286,-24.303886,0.406723
2395,27.805896,-24.384373,0.369007
2396,27.817506,-24.367317,0.724603
2397,27.829116,-24.255714,0.452161
2398,27.840726,-24.422573,0.450944
2399,27.852336,-24.753563,1.635953
2400,27.863946,-24.716614,0.253648
2401,27.875556,-25.161572,0.172298
2402,27.887166,-25.406902,0.347234
2403,27.898776,-25.293392,0.375885
2404,27.910385,-25.311817,0.334417
2405,27.921995,-25.135983,0.419391
2406,27.933605,-24.893112,0.521255
2407,27.945215,-24.243160,0.392670
2408,27.956825,-24.273026,0.555073
2409,27.968435,-24.192341,9.995925
2410,27.980045,-24.361595,4.154768
2411,27.991655,-24.927006,0.705619
2412,28.003265,-23.426006,0.501820
2413,28.014875,-21.450882,0.440310
2414,28.026485,-20.054127,0.846456
2415,28.038095,-18.980099,1.525071
2416,28.049705,-18.884884,1.215712
2417,28.061315,-19.284527,0.719039
2418,28.072925,-20.145676,0.615152
2419,28.084535,-21.438065,0.707386
2420,28.096145,-22.549816,0.776574
2421,28.107755,-24.266899,0.397591
2422,28.119365,-25.250992,0.339796
2423,28.130975,-25.809895,0.589576
2424,28.142585,-26.178425,0.507652
2425,28.154195,-26.075207,0.348077
2426,28.165805,-25.864883,0.590250
2427,28.177415,-26.156868,0.477688
2428,28.189025,-25.824379,0.605281
2429,28.200635,-26.126686,0.487116
2430,28.212245,-26.065948,0.657614
2431,28.223855,-26.116489,0.495267
2432,28.235465,-26.385365,0.353546
2433,28.247075,-26.265682,0.526318
2434,28.258685,-26.535496,0.691502
2435,28.270295,-26.313232,0.569640
2436,28.281905,-26.451668,0.513451
2437,28.293515,-26.362644,0.324766
2438,28.305125,-26.064930,0.231205
2439,28.316735,-26.132923,0.313964
2440,28.328345,-25.912788,1.031672
2441,28.339955,-25.040245,3.237216
2442,28.351565,-24.308254,3.843511
2443,28.363175,-23.628510,3.245207
