frame_index,time_sec,rms_db,onset_strength
408,4.736871,-26.771244,0.194967
409,4.748481,-27.141758,0.143071
410,4.760091,-27.258686,0.167081
411,4.771701,-27.529823,0.356496
412,4.783311,-27.686222,0.224621
413,4.794921,-27.845749,0.156022
414,4.806531,-28.136147,0.179297
415,4.818141,-28.394890,0.164216
416,4.829751,-28.555466,0.187938
417,4.841361,-28.450542,0.116324
418,4.852971,-28.600033,0.245333
419,4.864580,-28.676174,0.140918
420,4.876190,-28.583916,0.138056
421,4.887800,-28.774227,0.328990
422,4.899410,-29.080975,0.179763
423,4.911020,-29.168591,0.225173
424,4.922630,-29.436554,0.053122
425,4.934240,-29.592548,0.155326
426,4.945850,-29.552311,0.205314
427,4.957460,-29.581783,0.128426
428,4.969070,-29.453026,0.136766
429,4.980680,-29.633755,0.121336
430,4.992290,-29.939831,0.127125
431,5.003900,-29.955109,0.147031
432,5.015510,-30.042870,0.107178
433,5.027120,-30.258854,0.122528
434,5.038730,-30.533112,0.147946
435,5.050340,-26.849628,0.318514
436,5.061950,-24.563610,0.275922
437,5.073560,-22.868839,2.032156
438,5.085170,-21.526733,3.075858
439,5.096780,-21.302753,0.950951
440,5.108390,-21.359795,0.255346
441,5.120000,-21.759090,0.254286
442,5.131610,-22.289474,0.288680
443,5.143220,-22.855583,0.301302
444,5.154830,-23.655872,0.217892
445,5.166440,-24.148186,0.218037
446,5.178050,-24.966194,0.320281
447,5.189660,-25.619682,0.222604
448,5.201270,-26.023098,0.162285
449,5.212880,-26.528687,0.249465
450,5.224490,-26.354595,0.151433
451,5.236100,-26.719902,0.173252
452,5.247710,-26.355225,0.146807
453,5.259320,-26.421467,0.287497
454,5.270930,-26.623417,0.308523
455,5.282540,-26.343678,0.227565
456,5.294150,-26.546139,0.231077
457,5.305760,-26.282036,0.187830
458,5.317370,-26.075157,0.286937
459,5.328980,-26.125183,0.335802
460,5.340590,-26.301075,0.232204
461,5.352200,-26.584610,0.244475
462,5.363810,-27.023396,0.195004
463,5.375420,-27.609695,0.123380
464,5.387029,-27.947868,0.341263
465,5.398639,-28.236462,0.236015
466,5.410249,-28.657173,0.353452
467,5.421859,-27.158142,0.183453
468,5.433469,-22.870621,0.344025
469,5.445079,-19.917103,1.804188
470,5.456689,-17.404964,5.253339
471,5.468299,-16.131763,2.246173
472,5.479909,-15.482516,0.709746
473,5.491519,-15.195596,0.455032
474,5.503129,-15.478831,0.346872
475,5.514739,-15.743697,0.216528
476,5.526349,-16.202457,0.232216
477,5.537959,-16.858566,0.255477
478,5.549569,-17.586704,0.223188
479,5.561179,-18.237705,0.341107
480,5.572789,-19.160431,0.244250
481,5.584399,-19.728455,0.108093
482,5.596009,-20.376904,0.278264
483,5.607619,-20.999847,0.349125
484,5.619229,-21.075619,0.126363
485,5.630839,-21.637829,0.159445
486,5.642449,-21.714836,0.134372
487,5.654059,-22.031540,0.321125
488,5.665669,-22.310543,0.271163
489,5.677279,-22.554462,0.260146
490,5.688889,-22.878170,0.192134
491,5.700499,-22.998810,0.279593
492,5.712109,-23.369614,0.202696
493,5.723719,-23.441242,0.264641
494,5.735329,-23.698700,0.209354
495,5.746939,-23.735039,0.252645
496,5.758549,-24.161110,0.161648
497,5.770159,-24.252506,0.338787
498,5.781769,-24.565269,0.251239
499,5.793379,-21.524826,0.145723
500,5.804989,-18.179123,0.298851
501,5.816599,-16.846786,4.377534
502,5.828209,-16.049221,4.214198
503,5.839819,-16.107384,0.987042
504,5.851429,-17.149651,0.417248
505,5.863039,-17.980133,0.241816
506,5.874649,-18.607731,0.420607
507,5.886259,-19.199257,0.281698
508,5.897868,-19.518856,0.263490
509,5.909478,-19.653564,0.312623
510,5.921088,-19.723560,0.396856
511,5.932698,-19.835728,0.301555
512,5.944308,-20.132507,0.237412
513,5.955918,-20.517788,0.238658
514,5.967528,-20.857586,0.237296
515,5.979138,-21.130619,0.267070
516,5.990748,-21.414745,0.529095
517,6.002358,-21.765701,0.379301
518,6.013968,-22.064674,0.370462
519,6.025578,-22.442642,0.251312
520,6.037188,-22.775059,0.130924
521,6.048798,-23.091808,0.307747
522,6.060408,-23.488941,0.236319
523,6.072018,-23.822304,0.174180
524,6.083628,-24.125519,0.163077
525,6.095238,-24.304001,0.556157
526,6.106848,-24.486290,0.361310
527,6.118458,-24.739868,0.344820
528,6.130068,-25.060799,0.334353
529,6.141678,-25.405231,0.197990
530,6.153288,-25.827782,0.286625
531,6.164898,-26.329704,0.228462
532,6.176508,-26.101353,0.263730
533,6.188118,-21.637280,0.254816
534,6.199728,-18.820015,1.776637
535,6.211338,-17.347187,4.464238
536,6.222948,-16.338634,1.559405
537,6.234558,-16.270912,0.658644
538,6.246168,-16.718216,0.407456
539,6.257778,-17.018429,0.227436
540,6.269388,-17.399555,0.234349
541,6.280998,-17.907276,0.259765
542,6.292608,-18.324852,0.344249
543,6.304218,-18.774406,0.169065
544,6.315828,-19.233738,0.270481
545,6.327438,-19.675213,0.302757
546,6.339048,-20.080364,0.369817
547,6.350658,-20.435925,0.276393
548,6.362268,-20.736626,0.508967
549,6.373878,-20.895958,0.418290
550,6.385488,-21.024361,0.233198
551,6.397098,-21.155766,0.123541
552,6.408707,-21.227695,0.413844
553,6.420317,-21.255672,0.366568
554,6.431927,-21.389759,0.194629
555,6.443537,-21.529671,0.424445
556,6.455147,-21.662460,0.246542
557,6.466757,-21.858891,0.357221
558,6.478367,-21.966198,0.280720
559,6.489977,-22.167549,0.119794
560,6.501587,-22.437622,0.197893
561,6.513197,-22.755005,0.200013
562,6.524807,-23.030998,0.237557
563,6.536417,-23.311886,0.348304
564,6.548027,-23.521111,0.194681
565,6.559637,-23.281555,0.282918
566,6.571247,-21.981098,0.158126
567,6.582857,-20.399845,1.024153
568,6.594467,-19.518063,2.465673
569,6.606077,-19.274250,1.367703
570,6.617687,-19.143494,0.535797
571,6.629297,-19.327812,0.119240
572,6.640907,-19.533020,0.279936
573,6.652517,-19.398331,0.376362
574,6.664127,-19.721210,0.266798
575,6.675737,-20.141666,0.202147
576,6.687347,-20.140877,0.255493
577,6.698957,-20.287331,0.238219
578,6.710567,-20.636986,0.233056
579,6.722177,-20.857544,0.158252
580,6.733787,-21.324707,0.270987
581,6.745397,-21.617378,0.179309
582,6.757007,-21.623898,0.376587
583,6.768617,-22.070587,0.398059
584,6.780227,-22.326561,0.278937
585,6.791837,-22.306236,0.422003
586,6.803447,-22.401310,0.189460
587,6.815057,-22.347759,0.325850
588,6.826667,-22.335720,0.239980
589,6.838277,-22.682320,0.203710
590,6.849887,-22.873310,0.238950
591,6.861497,-22.725040,0.145729
592,6.873107,-23.126556,0.216395
593,6.884717,-23.481422,0.171403
594,6.896327,-23.540958,0.301116
595,6.907937,-23.879303,0.248115
596,6.919546,-23.878914,0.145392
597,6.931156,-20.109539,0.356235
598,6.942766,-14.921168,0.373256
599,6.954376,-13.109900,3.444535
600,6.965986,-12.006251,4.600369
601,6.977596,-11.589530,1.136682
602,6.989206,-12.389686,0.229775
603,7.000816,-12.993781,0.198207
604,7.012426,-13.466849,0.171666
605,7.024036,-13.784015,0.240833
606,7.035646,-14.148402,0.501658
607,7.047256,-14.408019,0.438089
608,7.058866,-14.791938,0.355624
609,7.070476,-15.256127,0.371252
610,7.082086,-15.780929,0.580671
611,7.093696,-16.495502,0.260157
612,7.105306,-17.165905,0.216409
613,7.116916,-17.910480,0.243406
614,7.128526,-18.585121,0.195505
615,7.140136,-18.999260,0.328111
616,7.151746,-19.401348,0.483735
617,7.163356,-19.934784,0.570081
618,7.174966,-20.339527,0.148670
619,7.186576,-20.917404,0.324445
620,7.198186,-21.374805,0.243595
621,7.209796,-21.722900,0.212864
622,7.221406,-22.187050,0.318726
623,7.233016,-22.651009,0.265464
624,7.244626,-23.246601,0.209024
625,7.256236,-23.580833,0.208414
626,7.267846,-23.921757,0.417573
627,7.279456,-24.320435,0.269692
628,7.291066,-24.472404,0.367364
629,7.302676,-24.142067,0.291584
630,7.314286,-19.875042,0.379166
631,7.325896,-17.354286,1.296251
632,7.337506,-15.686439,2.761696
633,7.349116,-14.653174,2.039821
634,7.360726,-14.629571,0.354493
635,7.372336,-14.799525,0.377465
636,7.383946,-15.254638,0.254422
637,7.395556,-15.618690,0.215372
638,7.407166,-16.016541,0.194722
639,7.418776,-16.408489,0.406344
640,7.430385,-16.696487,0.430250
641,7.441995,-17.134438,0.382247
642,7.453605,-17.566338,0.270763
643,7.465215,-18.032642,0.317158
644,7.476825,-18.647594,0.361129
645,7.488435,-16.384850,0.323901
646,7.500045,-15.011027,0.541031
647,7.511655,-13.093394,2.822165
648,7.523265,-12.563962,3.583178
649,7.534875,-12.500028,1.054240
650,7.546485,-12.769320,0.303943
651,7.558095,-13.650052,0.185329
652,7.569705,-13.834659,0.245117
653,7.581315,-14.403314,0.255461
654,7.592925,-14.644046,0.458901
655,7.604535,-15.256637,0.245688
656,7.616145,-15.563724,0.482985
657,7.627755,-16.286472,0.464036
658,7.639365,-16.827560,0.450249
659,7.650975,-17.534275,0.533775
660,7.662585,-18.137703,0.407419
661,7.674195,-18.287914,0.317156
662,7.685805,-17.709923,0.491751
663,7.697415,-15.829471,0.949455
664,7.709025,-15.198581,2.994123
665,7.720635,-14.188592,1.891978
666,7.732245,-14.255883,0.437571
667,7.743855,-14.738080,0.532226
668,7.755465,-14.991099,0.268367
669,7.767075,-15.817431,0.277585
670,7.778685,-15.974938,0.370157
671,7.790295,-16.422497,0.243700
672,7.801905,-16.618633,0.619184
673,7.813515,-16.923244,0.321307
674,7.825125,-16.965664,0.189620
675,7.836735,-17.380730,0.375501
676,7.848345,-17.544048,0.343085
677,7.859955,-16.296413,0.429427
678,7.871565,-14.455520,0.735863
679,7.883175,-13.377133,2.235310
680,7.894785,-12.487350,2.397649
681,7.906395,-12.334250,0.680286
682,7.918005,-12.694770,0.561703
683,7.929615,-13.158351,0.131243
684,7.941224,-13.660018,0.200634
685,7.952834,-14.234572,0.553201
686,7.964444,-14.703681,0.280155
687,7.976054,-15.024844,0.181691
688,7.987664,-15.281610,0.261280
689,7.999274,-15.671632,0.095651
690,8.010884,-16.153870,0.368871
691,8.022494,-16.527832,0.272068
692,8.034104,-16.951775,0.427536
693,8.045714,-16.723717,0.481971
694,8.057324,-16.664646,0.901887
695,8.068934,-16.302402,1.888780
696,8.080544,-15.933152,1.466125
697,8.092154,-16.260822,0.622824
698,8.103764,-16.379059,0.292660
699,8.115374,-16.723019,0.320841
700,8.126984,-17.195518,0.152474
701,8.138594,-17.424572,0.387832
702,8.150204,-17.634117,0.374097
703,8.161814,-18.017117,0.223830
704,8.173424,-18.499344,0.216548
705,8.185034,-18.645493,0.246885
706,8.196644,-18.953579,0.228267
707,8.208254,-19.186543,0.206636
708,8.219864,-19.435936,0.185498
709,8.231474,-19.753887,0.249897
710,8.243084,-20.058525,0.177746
711,8.254694,-20.428371,0.178793
712,8.266304,-20.526371,0.344397
713,8.277914,-20.689659,0.199408
714,8.289524,-21.004810,0.273379
715,8.301134,-21.242767,0.567524
716,8.312744,-21.391918,0.276944
717,8.324354,-21.561577,0.369352
718,8.335964,-21.726902,0.463845
719,8.347574,-22.020813,0.166840
720,8.359184,-22.359226,0.210227
721,8.370794,-22.631569,0.333038
722,8.382404,-22.930618,0.219697
723,8.394014,-23.195873,0.211063
724,8.405624,-22.320908,0.304152
725,8.417234,-21.005154,0.813818
726,8.428844,-19.110435,1.080421
727,8.440454,-17.739002,2.046243
728,8.452063,-17.223148,1.061598
729,8.463673,-17.065193,0.625344
730,8.475283,-17.491325,0.147569
731,8.486893,-17.892998,0.195408
732,8.498503,-18.027355,0.421810
733,8.510113,-18.343861,0.168018
734,8.521723,-18.459019,0.322738
735,8.533333,-18.931404,0.309778
736,8.544943,-19.324398,0.308253
737,8.556553,-19.550743,0.223084
738,8.568163,-19.741383,0.163460
739,8.579773,-19.907284,0.132149
740,8.591383,-20.293701,0.231151
741,8.602993,-20.564716,0.320702
742,8.614603,-20.762489,0.226382
743,8.626213,-20.906792,0.151276
744,8.637823,-21.098591,0.271913
745,8.649433,-21.273373,0.215098
746,8.661043,-21.782452,0.230248
747,8.672653,-21.961628,0.380370
748,8.684263,-22.088333,0.228476
749,8.695873,-22.276989,0.117557
750,8.707483,-22.631779,0.351106
751,8.719093,-23.030773,0.232305
752,8.730703,-23.284969,0.244551
753,8.742313,-23.391666,0.223510
754,8.753923,-23.569630,0.182385
755,8.765533,-23.585247,0.092478
756,8.777143,-23.843937,0.211891
757,8.788753,-23.741535,0.099162
758,8.800363,-23.175640,0.405673
759,8.811973,-21.783070,0.379106
760,8.823583,-20.808983,1.333110
761,8.835193,-20.380737,1.593678
762,8.846803,-19.909569,0.677903
763,8.858413,-20.076511,0.292652
764,8.870023,-20.613907,0.198760
765,8.881633,-21.075218,0.301451
766,8.893243,-21.658936,0.377065
767,8.904853,-21.881596,0.182818
768,8.916463,-22.140984,0.160524
769,8.928073,-22.359501,0.275568
770,8.939683,-22.678936,0.215075
771,8.951293,-23.174580,0.043795
772,8.962902,-23.455952,0.249469
773,8.974512,-23.863525,0.215809
774,8.986122,-24.073826,0.270615
